Ticker,Name,Exchange,categoryName,categoryNr
0805.HK,GLENCORE-S,HKG,None,0
BACYL,None,PNK,None,0
1328011.BE,7.125 DEPFA BK,BER,None,0
PJXC.SG,PETROBRAS,STU,Major Integrated Oil & Gas,120
7OM.F,CN SHENGMU ORGANIC,FRA,None,0
PTIE,Pain Therapeutics Inc.,NMS,Biotechnology,515
PNDORA.CO,Pandora A/S,CPH,Jewelry Stores,742
0013.HK,HUTCHISON,HKG,None,0
055550.KS,Shinhan Financial Group Company Limited,KSC,None,0
GXP-PD,Great Plains Energy Incorporate,NYQ,None,0
LCSHF,Lancashire Holdings Limited,PNK,None,0
MGNT.ME,Public Joint Stock Company Magnit,MCX,None,0
LALT,PowerShares Multi-Strategy Alt ETF,NGM,None,0
3VNA.BE,VANGUARD NATL RES,BER,Independent Oil & Gas,121
SOMMF,Sumitomo Chemical Co. Ltd.,PNK,None,0
TIG.AX,Tigers Realm Coal Limited,ASX,Industrial Metals & Minerals,133
DVN.MX,DEVON ENERGY,MEX,None,0
GOGO,Gogo Inc.,NMS,Diversified Communication Services,846
GOGL,Golden Ocean Group Limited,NMS,Shipping,775
GOGC,Global Green Inc.,PNK,None,0
VLR-H.V,North South Petroleum Corp.,VAN,Asset Management,422
IPXL,Impax Laboratories Inc.,NMS,Drug Manufacturers - Major,510
SPGZ,Spectrum Group International Inc.,PNK,None,0
IILG,"Interval Leisure Group, Inc.",NMS,Business Services,760
NRT,North European Oil Royalty Trust,NYQ,Diversified Investments,423
RY4C.F,RYANAIR HLDGS,FRA,None,0
550009.KS,octo Hardware TOP5 ETN,KSC,None,0
3313.HK,ArtGo Holdings Limited,HKG,None,0
BZYR,"Burzynski Research Institute, Inc.",PNK,Diagnostic Substances,516
MOO.V,Mooncor Oil & Gas Corp.,VAN,Independent Oil & Gas,121
ARTNA,Artesian Resources Corp.,NMS,Water Utilities,914
GLAF.L,GLI Alternative Finance Ord,LSE,None,0
XMY.F,MYBET HOLDING N,FRA,None,0
VLSFINANCE.BO,VLS FINANCE LTD.,BSE,None,0
1251.HK,SPT Energy Group Inc.,HKG,None,0
ZA2.BE,ZAGG,BER,"Specialty Retail, Other",745
B0I.SI,Foreland Fabrictech Holdings Limited,SES,Textile Industrial,628
ZVL.DE,Zhaojin Mining Industry Co. Ltd.,GER,Gold,134
FUFOF,FU JI FOOD,PNK,None,0
QU5A.MU,PADAENG IND NVDR,MUN,Industrial Metals & Minerals,133
J5E.F,JONES ENERGY-A,FRA,None,0
VMRI,"Valmie Resources, Inc.",OBB,Computer Peripherals,815
ALU.BE,ALCOA,BER,Aluminum,132
POMO3.SA,Marcopolo S.A.,SAO,None,0
LEDIF,"LED Medical Diagnostics, Inc.",PNK,None,0
4802.TWO,XAC,TWO,None,0
JZHG,"JinZangHuang Tibet Pharmaceuticals, Inc.",PNK,Drug Manufacturers - Major,510
XTED11.SA,XTED - TRX Edificios Corporativos Fundo Invest Imobiliario FII Fund,SAO,None,0
SEI.V,Sintana Energy Inc.,VAN,Industrial Metals & Minerals,133
KEY.TO,Keyera Corp.,TOR,Oil & Gas Pipelines,125
SANMEXB.MX,"Grupo Financiero Santander Mexico, S.A.B. de C.V.",MEX,Money Center Banks,410
BPXXY,"Banca popolare dell'Emilia Romagna, Società cooperativa.
",PNK,None,0
MUM.DE,Mensch und Maschine Software SE,GER,Business Services,760
MTWD,"Metwood, Inc.",PNK,None,0
PNC-B.TO,POSTMEDIA NETWORK CANADA CORP C,TOR,None,0
QTX.L,Quartix Holdings plc,LSE,Scientific & Technical Instruments,837
6277.TW,"Aten International CO., Ltd.",TAI,Computer Based Systems,812
HM9.F,HORACE MANN EDUCATO,FRA,None,0
LITE,Lumentum Holdings Inc.,NMS,None,0
053060.KQ,Sae Dong Co. Ltd.,KOE,None,0
LITB,"LightInTheBox Holding Co., Ltd.",NYQ,Catalog & Mail Order Houses,739
CFFN,"Capitol Federal Financial, Inc.",NMS,Savings & Loans,419
WBCC.F,WESTPAC BKG SP ADR,FRA,None,0
CMC.F,JPMORGAN CHASE,FRA,Money Center Banks,410
3998.HK,Bosideng International Holdings Limited,HKG,Textile - Apparel Clothing,320
5255@OM.KL,ICON OFFSHORE BERHAD,KLS,None,0
ZDEXF,Sintana Energy Inc.,PNK,None,0
0258.HK,Tomson Group Ltd.,HKG,Asset Management,422
RWC,RELM Wireless Corp.,ASE,Communication Equipment,841
RL9A.DE,Mail.Ru Group Limited,GER,Internet Information Providers,851
GPACU,Global Partner Acquisition Corp.,NCM,None,0
720469.TWO,KGI SECURITIES(TW) C/W 25/02/16,TWO,None,0
KIN.AX,KIN Mining NL,ASX,Industrial Metals & Minerals,133
TSEM.TA,Tower Semiconductor Ltd.,TLV,None,0
RWT,"Redwood Trust, Inc.",NYQ,REIT - Diversified,440
WSFS,WSFS Financial Corp.,NMS,Regional - Mid-Atlantic Banks,412
AXGC,Axis Energy Corporation,PNK,None,0
COSI,Cosi Inc.,NCM,Restaurants,712
COST,Costco Wholesale Corporation,NMS,"Discount, Variety Stores",732
VDSB.ME,Public Joint Stock Company Vladimir Power Salel Company,MCX,None,0
OTH.AX,Onthehouse Holdings Limited,ASX,Internet Information Providers,851
WNGRF,George Weston Limited,PNK,None,0
KAPPH.BO,Kappac Pharma Ltd.,BSE,None,0
MSON,"Misonix, Inc.",NGM,Medical Appliances & Equipment,521
MNW.TO,Mitel Networks Corporation,TOR,Communication Equipment,841
HLF,Herbalife Ltd.,NYQ,Personal Products,323
MSOA,"My Social Income, Inc.",PNK,None,0
CZMWY,Carl Zeiss Meditec AG,PNK,None,0
JIGI.L,JPMorgan Income & Growth Inc 2016,LSE,None,0
2449.TW,"King Yuan ELECTRONICS CO., LTD.",TAI,Semiconductor - Broad Line,830
UNTKQ,"UniTek Global Services, Inc.",PNK,None,0
QU8.F,QUNAR CAYM SP ADS-B,FRA,None,0
EKF.L,EKF Diagnostics Holdings plc,LSE,Medical Appliances & Equipment,521
ZPLKRC-A,None,ASX,None,0
QRNSRT-A,None,ASX,None,0
CGJ.TO,Carlisle Goldfields Limited,TOR,Industrial Metals & Minerals,133
MWB.DU,MWB FAIRTRADE WPH,DUS,Investment Brokerage - National,420
KERALAYUR.BO,Kerala Ayurveda Ltd.,BSE,Hospitals,524
EQY,Equity One Inc.,NYQ,REIT - Retail,446
CIEN,Ciena Corporation,NYQ,Communication Equipment,841
S92.DE,SMA Solar Technology AG,GER,Diversified Utilities,913
TOH.F,TOHO,FRA,Entertainment - Diversified,722
RDIAF,Rockwell Diamonds Inc.,PNK,None,0
RNDY,"Roundy's, Inc.",NYQ,Grocery Stores,734
PTX.V,Platinex Inc.,VAN,Industrial Metals & Minerals,133
TMICF,Trend Micro Inc.,PNK,None,0
ONC.TO,Oncolytics Biotech Inc.,TOR,Biotechnology,515
WLTG,"Walter Energy, Inc.",PNK,None,0
XRXB11B.SA,None,None,None,0
Z.V,AZINCOURT URANIUM INC,VAN,None,0
H,Hyatt Hotels Corporation,NYQ,Lodging,710
TMICY,Trend Micro Inc.,PNK,None,0
FTDL,FirsTime Design Ltd.,PNK,None,0
719748.TWO,YUANTA SECURITIES C/W 07/01/16(,TWO,None,0
VAC.BE,VALLOUREC,BER,Steel & Iron,130
RXII,RXi Pharmaceuticals Corporation,NCM,Biotechnology,515
1316.HK,Nexteer Automotive Group Limited,HKG,None,0
Z78.SI,Singapore Telecommunications Limited,SES,Wireless Communications,840
WHL.SG,WHEELOCK & CO,STU,Real Estate Development,449
TFM,"The Fresh Market, Inc.",NMS,Grocery Stores,734
RPHA.F,ANGLO AM PLATINUM,FRA,Industrial Metals & Minerals,133
TFG,Fixed Income Trust for Goldman ,NYQ,None,0
AVDX,"Avant Diagnostics, Inc.",OBB,None,0
TCC.V,Alianza Minerals Ltd.,VAN,Industrial Metals & Minerals,133
GGI.BE,UTD PHOTOV GRP,BER,None,0
TFX,Teleflex Incorporated,NYQ,Medical Instruments & Supplies,520
ONL.L,On-Line plc,LSE,Internet Information Providers,851
PDEX,Pro-Dex Inc.,NCM,Medical Instruments & Supplies,520
BTE.TO,Baytex Energy Corp.,TOR,Independent Oil & Gas,121
PDER,"Pardee Resources Company, Inc.",PNK,None,0
HYSNY,Hysan Development Company Limited,PNK,None,0
K11.SI,Keppel Telecommunications & Transportation Ltd,SES,Air Delivery & Freight Services,773
HYSNF,Hysan Development Company Limited,PNK,None,0
YSON.BE,SONAE R,BER,Grocery Stores,734
AFYG,Affinity Gold Corporation,PNK,None,0
MFSF,Mutualfirst Financial Inc.,NGM,Regional - Midwest Banks,414
HLSSF,"Home Loan Servicing Solutions, Ltd.",PNK,None,0
0271.HK,Dan Form Holdings Company Limited,HKG,Asset Management,422
1589.TW,"Yeong Guan Energy Technology Group Co., Ltd.",TAI,None,0
WISH,"Wright Investors' Service Holdings, Inc.",PNK,None,0
FITBI,Fifth Third Bancorp,NMS,None,0
ALRM,"Alarm.Com Holdings, Inc.",NMS,Application Software,821
BKT.MC,BANKINTER,MCE,None,0
VULMF,Vulcan Minerals Inc.,PNK,None,0
KBYPF,KOBAYASHI PHARMACEUT,PNK,None,0
TFFTF,TRANSFIELD SVCS LTD,PNK,None,0
FCFS,First Cash Financial Services Inc.,NMS,Credit Services,424
FCFP,"First Community Financial Partners, Inc.",NCM,Regional - Midwest Banks,414
WPK.TO,Winpak Ltd.,TOR,Packaging & Containers,325
ZVINADTR.BO,VINADITYA TRADING CO.LTD.,BSE,None,0
GKP.L,Gulf Keystone Petroleum Limited,LSE,Oil & Gas Drilling & Exploration,123
DUOT,"Duos Technologies Group, Inc.",PNK,None,0
002550.KS,"KB Insurance Co., Ltd.",KSC,None,0
XJNGF,"Xinjiang GoldWind Science & Technology Co., Ltd.",PNK,None,0
XT3B.F,VALE INDONESIA,FRA,None,0
1823.HK,Huayu Expressway Group Limited,HKG,General Contractors,636
MPS.V,MPH Ventures Corp.,VAN,Industrial Metals & Minerals,133
1623.HK,Hilong Holding Limited,HKG,None,0
DERIM.IS,Derimod Konfeksiyon Ayakkabi Deri Sanayi ve Ticaret AS,IST,None,0
PARC3.SA,FPC PAR Corretora de Seguros S.A.,SAO,None,0
IFR.V,International Frontier Resources Corp.,VAN,Independent Oil & Gas,121
FPOCF,First Point Minerals Corp.,PNK,None,0
AEIS,"Advanced Energy Industries, Inc.",NMS,Diversified Electronics,836
NMKTF,Newmarket Gold Inc.,PNK,None,0
ENH,Endurance Specialty Holdings Ltd.,NYQ,Property & Casualty Insurance,432
SED.MC,LA SEDA BARCELONA,MCE,None,0
HXL.PA,Hexcel Corp.,PAR,Aerospace/Defense - Major Diversified,610
KSC.F,KPS N,FRA,Business Services,760
LCQ.MU,EXXARO RESOURCES,MUN,None,0
1369.HK,Wuzhou International Holdings Limited,HKG,None,0
SPZR,"AMERI Holdings, Inc.",PNK,None,0
UNC-PC.TO,UNITED CORP 63 PR,TOR,None,0
ZSB.MU,SIRONA BIOCHEM,MUN,Biotechnology,515
KPI1.F,KONICA MINOLTA HLDG,FRA,Business Equipment,313
SITASHREE.BO,Sita Shree Food Products Ltd.,BSE,Farm Products,341
ZRL.AX,Zambezi Resources Limited,ASX,Industrial Metals & Minerals,133
WRB-PB,W.R. Berkley Corporation 5.625%,NYQ,None,0
GDGR,CorGreen Technologies Holding Corp.,OBB,None,0
TTEXF,BULLION GOLD RES,PNK,None,0
NRSCF,"Nomura Holdings, Inc.",PNK,None,0
DAEG,Daegis Inc.,NCM,Application Software,821
SNS.F,SONOCO PRODUCTS CO.,FRA,Packaging & Containers,325
JPX.F,AEROVIRONMENT,FRA,Aerospace/Defense - Major Diversified,610
UZERB.IS,Uzertas Boya Sanayi Ticaret ve Yatirim Anonim Sirketi,IST,None,0
NNHE,"Neenah Enterprises, Inc.",PNK,None,0
MES.BE,MITSUBISHI ESTATE,BER,Real Estate Development,449
ICP-B.CR,CRECEPYMES-B,CCS,None,0
SNS.V,Select Sands Corp.,VAN,Industrial Metals & Minerals,133
JSL.BO,Jindal Stainless Limited,BSE,Steel & Iron,130
9Z1.SG,VALUE PARTNERS GRP,STU,Asset Management,422
IBAL,International Baler Corp.,PNK,Diversified Machinery,622
VMII,Voice Mobility International Inc.,PNK,None,0
BMO-PK.TO,BMO NON-CUMULATIVE CL B PR SHAR,TOR,None,0
MFU.BE,MITSUI FUDOSAN CO,BER,Real Estate Development,449
PEWZ.L,Premier Energy and Water ZDP 2015,LSE,None,0
SWS.MU,SMITH & WESSON HLDG,MUN,Aerospace/Defense - Major Diversified,610
WCMK.F,WCM BETEILIGUNG,FRA,None,0
SMIZF,Meliá Hotels International SA,PNK,None,0
YIS.BE,SIS INTL HLDGS,BER,None,0
BOTJ,Bank of the James Financial Group Inc.,NCM,Regional - Mid-Atlantic Banks,412
NANM,NMI Health Inc.,PNK,None,0
NANO,Nanometrics Incorporated,NMS,Semiconductor Equipment & Materials,834
YEL1.BE,YRC WORLDWIDE,BER,None,0
BOTA,"Biota Pharmaceuticals, Inc.",NMS,Biotechnology,515
NANX,Nanophase Technologies Corp.,PNK,Chemicals - Major Diversified,110
TPOP.L,The People's Operator plc,LSE,Wireless Communications,840
LMNX,Luminex Corporation,NMS,Medical Instruments & Supplies,520
AVV.L,AVEVA Group plc,LSE,Information Technology Services,824
LMNS,Lumenis Ltd.,NMS,None,0
VDRM,"ViaDerma, Inc.",PNK,None,0
1111.HK,Chong Hing Bank Limited,HKG,Money Center Banks,410
LYD.TO,Lydian International Limited,TOR,Industrial Metals & Minerals,133
VTMB,"Vitamin Blue, Inc.",PNK,Sporting Activities,715
XAH.HM,MOBILE EMBRACE,HAM,None,0
QUAN,Quantum International Corp.,PNK,None,0
VTMS,None,PNK,None,0
SBT.PA,Oeneo Société Anonyme,PAR,Beverages - Brewers,346
HHN.MU,HOLLY ENERGY,MUN,Oil & Gas Pipelines,125
WRPSF,Western Pacific Resources Corp.,PNK,None,0
EK7.DE,Agricultural Bank of China Limited,GER,Money Center Banks,410
ZENITHCOM.NS,Zenith Computers Limited,NSI,Computer Based Systems,812
NYKA.F,NIPPON YUSEN K K,FRA,Shipping,775
ZIL2.DE,ElringKlinger AG,GER,Auto Parts,333
SWYBY,SANOMA CORP UNSP ADR,PNK,None,0
OHGI,"One Horizon Group, Inc.",NCM,Application Software,821
NST.AX,Northern Star Resources Limited,ASX,Gold,134
DVSAF,DIVERSA LTD,PNK,None,0
RRK.V,Red Rock Energy Inc.,VAN,Industrial Metals & Minerals,133
QK9.F,QLIK TECH,FRA,Business Software & Services,826
3625.TWO,C-TECH UNITED CORP TWD10,TWO,None,0
OVBC,Ohio Valley Banc Corp.,NGM,Regional - Midwest Banks,414
3008.TW,"Largan Precision Co., Ltd.",TAI,Diversified Electronics,836
BRGYY,BG Group plc,PNK,None,0
LNDC,Landec Corp.,NMS,Farm Products,341
UG8K.SG,AVENG,STU,General Contractors,636
ASR.TO,Alacer Gold Corp.,TOR,Gold,134
FSZ.TO,Fiera Capital Corporation,TOR,Asset Management,422
GWRE,"Guidewire Software, Inc.",NYQ,Business Software & Services,826
O2R.SI,Chinasing Investment Holdings Limited,SES,None,0
3441.KL,Johan Holdings Bhd,KLS,None,0
BBO-PA.TO,"BIG BANK BIG OIL SPLIT CORP., P",TOR,None,0
012630.KS,Hyundai Development Company Engineering & Construction,KSC,None,0
RTV.DU,YOUR FAMILY ENT N,DUS,None,0
CCMP,Cabot Microelectronics Corporation,NMS,Semiconductor - Integrated Circuits,833
IONB.L,Iona Environmental VCT B Ord,LSE,None,0
FBOHY,Forbo Holding AG,PNK,None,0
CMC.HA,JPMORGAN CHASE,HAN,Money Center Banks,410
KCG1.F,GOLDSTRIKE RES,FRA,None,0
UMEWF,UMeWorld Limited,PNK,None,0
CZNC,Citizens & Northern Corp.,NCM,Regional - Mid-Atlantic Banks,412
FUND,"Sprott Focus Trust, Inc.",NMS,Closed-End Fund - Equity,426
MPEL,Melco Crown Entertainment Limited,NMS,Resorts & Casinos,711
MPET,Magellan Petroleum Corporation,NCM,Independent Oil & Gas,121
WWD,"Woodward, Inc.",NMS,Aerospace/Defense Products & Services,611
HLTH,Nobilis Health Corp.,ASE,None,0
HLTK,"HealthTalk Live, Inc.",OBB,Internet Service Providers,850
ATLANTSP.BO,ATLANTIC SPINNING & WEAVING MI,BSE,None,0
RSAM,Rising Sun Bancorp,PNK,None,0
X0VN.F,CAP-EX IRON ORE,FRA,None,0
SHMCF,Shanks Group plc,PNK,None,0
CUB.NS,City Union Bank Ltd.,NSI,Money Center Banks,410
IPG.SG,INTERPUBLIC GROUP,STU,Advertising Agencies,720
720488.TWO,YUANTA SECURITIES C/W 01/03/16(,TWO,None,0
HMINN.MX,HOMEINNS SP ADR,MEX,None,0
LINX3.SA,Linx S.A.,SAO,None,0
720699.TWO,JIH SUN SECURITIES C/W 15/03/16,TWO,None,0
G4F.SI,Otto Marine Limited,SES,Aerospace/Defense - Major Diversified,610
PLI.L,Perpetual Income and Growth Investment Trust plc,LSE,Asset Management,422
VAPIPPR.BO,Vapi Enterprise Limited,BSE,Conglomerates,210
VDNRF,Vedanta Resources plc,PNK,None,0
ORCH.L,Orchard Funding Group PLC,LSE,None,0
ALIM,"Alimera Sciences, Inc.",NGM,Drug Manufacturers - Major,510
NMX.V,Nemaska Lithium Inc.,VAN,Industrial Metals & Minerals,133
ZO1.MU,ZOOPLUS,MUN,Food - Major Diversified,340
NP7.F,NIPPON KAYAKU CO,FRA,Chemicals - Major Diversified,110
ALIF,"Artificial Life, Inc.",PNK,Business Software & Services,826
TZL1.MU,TELKOM SA SOC,MUN,Wireless Communications,840
HCBN,HCB Financial Corp.,PNK,Regional - Midwest Banks,414
HCBK,"Hudson City Bancorp, Inc.",NMS,Savings & Loans,419
PMOX.DE,DO Deutsche Office AG,GER,Property Management,448
KGTO,"Kogeto, Inc.",PNK,None,0
ZWC1.F,ZWACK UNICUM,FRA,None,0
HCBC,High Country Bancorp Inc.,PNK,None,0
RECN,Resources Connection Inc.,NMS,Staffing & Outsourcing Services,764
FEEC,Far East Energy Corp.,PNK,Independent Oil & Gas,121
JHI,John Hancock Investors Trust,NYQ,Closed-End Fund - Debt,425
INSM,Insmed Incorporated,NMS,Biotechnology,515
QSC.HA,QSC N,HAN,Wireless Communications,840
JHP,Nuveen Quality Preferred Income Fund 3,NYQ,Closed-End Fund - Debt,425
JHS,John Hancock Income Securities Trust,NYQ,Closed-End Fund - Debt,425
CMIP.L,Capital Management and Investment plc,LSE,Asset Management,422
RPAI,"Retail Properties of America, Inc.",NYQ,REIT - Retail,446
INSV,InSite Vision Incorporated,PNK,Drug Delivery,513
JHY,Nuveen High Income 2020 Target Term Fund,NYQ,None,0
JHX,James Hardie Industries plc,NYQ,Cement,633
SNTY.L,Synety Group plc,LSE,Technical & System Software,822
QSC.HM,QSC N,HAM,None,0
NMS.AX,Neptune Marine Services Limited,ASX,Oil & Gas Equipment & Services,124
YZPS.MC,ZARAGOZA PROPERTIES,MCE,None,0
033660.KS,"AJU Capital Co., Ltd.",KSC,None,0
1155.KL,Malayan Banking Berhad,KLS,None,0
AERG,"Applied Energetics, Inc.",PNK,Scientific & Technical Instruments,837
HWFGQ,Harrington West Financial Group Inc.,PNK,None,0
5238OR.KL,AIRASIA X BERHAD - ORDINARY RIG,KLS,None,0
I,Intelsat S.A.,NYQ,Diversified Communication Services,846
IND.AX,Quest Petroleum NL,ASX,None,0
AERO,"Aerogrow International, Inc.",PNK,Small Tools & Accessories,625
AERI,"Aerie Pharmaceuticals, Inc.",NGM,Drug Manufacturers - Major,510
SNWRF,Sunward Resources Ltd,PNK,None,0
AERT,"Advanced Environmental Recycling Technologies, Inc.",PNK,"Lumber, Wood Production",632
ZAM.AX,Zamanco Minerals Limited,ASX,Industrial Metals & Minerals,133
CCPE.L,CVC EUR OPP EUR,LSE,None,0
IPO.L,IP Group Plc,LSE,Asset Management,422
AUMN,Golden Minerals Company,ASE,Industrial Metals & Minerals,133
AUMA,AR Capital Acquisition Corp.,NCM,Conglomerates,210
KMAAF,Komax Holding AG,PNK,None,0
ASYS,Amtech Systems Inc.,NMS,Semiconductor Equipment & Materials,834
BJTM.JK,Bank Pembangunan Daerah Jawa Ti,JKT,None,0
RY-PF.TO,RBC NON-CUM FIRST PREF SERIES A,TOR,None,0
5584@OM.KL,YEE LEE CORPORATION BHD,KLS,None,0
IBM.L,International Business Machines Corporation,LSE,Information Technology Services,824
GPE.V,Great Prairie Energy Services Inc.,VAN,None,0
719713.TWO,YUANTA SECURITIES C/W 06/01/16(,TWO,None,0
HARL,Harleysville Savings Financial Corporation,PNK,Regional - Northeast Banks,411
WX4.F,OMEGA HLTH INV REIT,FRA,REIT - Healthcare Facilities,442
1249.HK,Tonly Electronics Holdings Limited,HKG,None,0
XQN.F,CORE MOLDING TECH,FRA,Rubber & Plastics,322
DLC.MI,DeLclima S.p.A.,MIL,Diversified Machinery,622
PRFT,Perficient Inc.,NMS,Information Technology Services,824
HTBNF,Hunter Bay Minerals Plc,PNK,None,0
ZLUE,None,PNK,None,0
PRFZ,PowerShares FTSE RAFI US 1500 Sm-Mid ETF,NGM,None,0
8111.HK,China Technology Solar Power Holdings Limited,HKG,Business Equipment,313
TROLB,Tootsie Roll Industries Inc.,PNK,None,0
SVA,Sinovac Biotech Ltd.,NMS,Biotechnology,515
2312.HK,China Financial Leasing Group Limited,HKG,Asset Management,422
WZENY,Webzen Inc.,PNK,None,0
TYI.MU,TYCO INTERNAT,MUN,None,0
AMRH,"AMERI Holdings, Inc.",PNK,None,0
SVT,Servotronics Inc.,ASE,Industrial Electrical Equipment,627
SVU,SUPERVALU Inc.,NYQ,Grocery Stores,734
AVC.V,American Vanadium Corp.,VAN,Industrial Metals & Minerals,133
P6NN.F,OPEXA THERAPEUTICS,FRA,None,0
WED.F,WEBSTER FINANCIAL,FRA,Regional - Midwest Banks,414
AMRK,"A-Mark Precious Metals, Inc.",NMS,Investment Brokerage - National,420
2218-OL.HK,ANDRE JUICE,HKG,None,0
GXP,Great Plains Energy Incorporated,NYQ,Electric Utilities,911
CFOK,Community First Bancorp.,PNK,Regional - Southeast Banks,413
MNTUF,Manitou Gold Inc.,PNK,None,0
GMLP,Golar LNG Partners LP,NMS,None,0
POLMF,Polaris Materials Corporation,PNK,None,0
3663.HK,Xiezhong International Holdings Limited,HKG,None,0
SMBC,"Southern Missouri Bancorp, Inc.",NGM,Savings & Loans,419
LKQ,LKQ Corp.,NMS,Auto Parts,333
LHC.V,Lancaster Capital Corp.,VAN,Industrial Metals & Minerals,133
DRW3.MU,DRAEGERWERK VZ,MUN,Medical Appliances & Equipment,521
PHI1.DE,Koninklijke Philips N.V,GER,Electronic Equipment,314
SBMRY,SABMiller plc,PNK,None,0
YUKEN.BO,Yuken India Limited,BSE,Diversified Machinery,622
BSP.V,Big Sky Petroleum Corporation,VAN,None,0
XO-R.BK,Exotic Food Public Company Limited,SET,None,0
VALUEGFO.MX,Value Grupo Financiero SAB de CV,MEX,Investment Brokerage - National,420
2623.HK,China Zhongsheng Resources Holdings Limited,HKG,None,0
PIO.DU,PIONEER,DUS,Electronic Equipment,314
AMRU,"Amaru, Inc.",PNK,None,0
102460.KS,"REYON Pharmaceutical Co., Ltd.",KSC,None,0
ZPESTICI.BO,PESTICIDES & BREWERIES LTD.,BSE,None,0
SNAS,"Sino Assurance, Inc.",PNK,None,0
KGI.TO,Kirkland Lake Gold Inc.,TOR,Gold,134
2747@OM.KL,JAVA BERHAD,KLS,None,0
GLBZ,Glen Burnie Bancorp,NCM,Regional - Mid-Atlantic Banks,412
LIGT3.SA,Light S.A.,SAO,Diversified Utilities,913
GGRM.JK,Gudang Garam Tbk.,JKT,None,0
GLBS,Globus Maritime Limited,NGM,Shipping,775
GDX.F,GENL DYNAMICS CORP,FRA,Aerospace/Defense - Major Diversified,610
GLBL,"TerraForm Global, Inc.",NMS,Diversified Utilities,913
GLBH,"Globaltech Holdings, Inc.",PNK,None,0
BCD.AX,BCD Resources NL,ASX,None,0
GLBD,Global Seed Corporation,OBB,Conglomerates,210
8225.HK,China Health Group Inc.,HKG,Drug Manufacturers - Major,510
2892.TW,"First Financial Holding Co., Ltd.",TAI,Money Center Banks,410
MYT.L,Mytrah Energy Limited,LSE,Diversified Utilities,913
FTN.BE,FUJI MEDIA HOLDINGS,BER,Entertainment - Diversified,722
FM.TO,First Quantum Minerals Ltd.,TOR,Industrial Metals & Minerals,133
MAUSY,Matsui Securities Co. Ltd.,PNK,None,0
DMLP,Dorchester Minerals LP,NMS,Diversified Investments,423
WMF3.F,WMF  VZ,FRA,None,0
OPP.HM,Versandhndlsges Ne,HAM,None,0
SWL.AX,Seymour Whyte Limited,ASX,Heavy Construction,635
NDVR,New Dover Capital Corp.,PNK,None,0
RTAS,"REDtone Asia, Inc.",OBB,None,0
MAOFF,MACROMILL INC TOKYO,PNK,None,0
DRAD,Digirad Corporation,NGM,Medical Appliances & Equipment,521
DRAM,Dataram Corporation,NCM,Data Storage Devices,813
ZNH.BE,CHINA SOUTH SP ADR,BER,Major Airlines,770
CTAX4F.SA,CONTAX      PN      N2,SAO,None,0
SHLTN.SW,SHL TELEMEDICINE R,EBS,None,0
1328.HK,International Elite Limited,HKG,Packaging & Containers,325
BAYK,"Bay Banks of Virginia, Inc.",PNK,Regional - Mid-Atlantic Banks,412
WEIZFIN.BO,WEIZMANN FINCORP LTD.,BSE,None,0
MUR1.F,MURATA MFG,FRA,Diversified Electronics,836
YIN.SG,SINA CORPORATION,STU,Internet Information Providers,851
BILB.L,Bilby Plc,LSE,None,0
METAL.IS,Metal Gayrimenkul Anonim Sirketi,IST,None,0
ENMD,None,NCM,None,0
GSFC.NS,Gujarat State Fertilizers & Chemicals Ltd.,NSI,Chemicals - Major Diversified,110
SAG.V,DraftTeam Daily Fantasy Sports Corp.,VAN,None,0
WIN.DE,Wincor Nixdorf Aktiengesellschaft,GER,Business Software & Services,826
VLE.TO,Valeura Energy Inc.,TOR,None,0
CTEK.L,"China Chaintek United Co., Limited",LSE,None,0
NDB.DU,NORDEA BANK,DUS,Money Center Banks,410
CAR.HA,CARREFOUR,HAN,Grocery Stores,734
025850.KS,"Hanwha Fine Chemical Co., Ltd.",KSC,None,0
SCIN.L,The Scottish Investment Trust PLC,LSE,Asset Management,422
